Data as of 2025-03-22
Symbol,Name,Asset Class,Assets,Avg. Daily Volume,Price,Inverse,Leveraged,Smart Beta,Currency Hedged,1 Week Returns,1 Month Returns,YTD Price Change,1 Year Returns,3 Year Returns,5 Year Returns,1 Week FF,4 Week FF,YTD FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Annual Dividend Rate,Dividend Date,Dividend, Annual Dividend Yield %, Dividend Frequency, Standard Deviation,P/E Ratio,Beta,5-Day Volatility,20-Day Volatility,50-Day Volatility,200-Day Volatility,Issuer,# of Holdings,% In Top 10,% In Top 15,% In Top 50,ST Cap Gains,LT Cap Gains,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity,Expenses,Performance,Volatility,ETF Database Pro,Dividend,Concentration,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),ESG Exclusion Criteria (%),Sustainable Impact Solutions (%)
AIS,VistaShares Artificial Intelligence Supercycle ETF,Equity,"$9,478,200","11,877",$23.53,false,False,false,false,-0.22%,-10.30%,-1.35%,N/A,N/A,N/A,$2.354643,$5.268668,$9.047203,$9.672178,$9.672178,$9.672178,n/a,2024-12-03,0.75%,$0.00,N/A,N/A,0.00%,Semi-Annually,N/A,N/A,N/A,53.31%,38.60%,38.09%,N/A,Tidal Financial Group,83,38.78%,52.48%,92.47%,40%,20%,1099,$22.16,$25.23,$23.40,$23.61,46.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.61,57.17%,55.64%,124.28,0.75%,7.42%
NVOX,Defiance Daily Target 2X Long NVO ETF,Equity,"$2,020,200","66,316",$8.59,false,False,false,false,-1.26%,-18.89%,-26.70%,N/A,N/A,N/A,$0.375756,$0.110976,$0.662774,$3.703266,$3.703266,$3.703266,n/a,2024-12-03,1.29%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,81.18%,101.53%,97.13%,N/A,Tidal Financial Group,3,100.00%,100.00%,100.00%,40%,20%,1099,$7.29,$13.63,$8.37,$8.74,38.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OAKM,Oakmark U.S. Large Cap ETF,Equity,"$164,953,000","119,682",$24.48,false,False,false,false,1.45%,-3.32%,4.13%,N/A,N/A,N/A,$5.13534,$16.606244,$121.055302,$138.198506,$138.198506,$138.198506,n/a,2024-12-03,0.59%,$0.01,2024-12-30,$0.01,0.04%,Annually,N/A,N/A,N/A,34.82%,17.96%,14.87%,N/A,Groupe BPCE,37,39.92%,55.52%,99.99%,40%,20%,1099,$23.64,$25.30,$24.34,$24.57,48.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.32,19.09%,44.10%,37.12,7.01%,2.22%
SCY,Simplify US Small Cap PLUS Income ETF,Equity,"$2,532,500","1,964",$19.98,false,False,false,false,0.29%,-11.44%,-10.20%,N/A,N/A,N/A,$0.0,$0.0,$0.5465,$0.5465,$0.5465,$0.5465,n/a,2024-12-02,0.55%,$0.00,N/A,N/A,0.00%,Quarterly,N/A,N/A,N/A,46.83%,26.50%,22.61%,N/A,Simplify,3,100.00%,100.00%,100.00%,40%,20%,1099,$19.08,$21.65,$19.98,$19.98,37.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SOXY,YieldMax Target 12 Semiconductor Option Income ETF,Equity,"$4,560,100","4,326",$45.26,false,False,false,false,-0.43%,-11.16%,-5.72%,N/A,N/A,N/A,$0.0,$0.0,-$2.591985,$4.927593,$4.927593,$4.927593,n/a,2024-12-02,0.99%,$1.50,2025-03-05,$0.49,3.29%,Monthly,N/A,N/A,N/A,27.24%,41.09%,37.79%,N/A,Tidal Financial Group,28,72.86%,87.70%,99.99%,40%,20%,1099,$42.62,$48.50,$44.97,$45.40,44.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.53,100.00%,99.74%,58.95,0.00%,16.38%
CEPI,REX Crypto Equity Premium Income ETF,Equity,"$27,714,100","19,402",$40.23,false,False,false,false,0.75%,-14.43%,-7.15%,N/A,N/A,N/A,$1.99193,$8.314028,$24.038533,$32.217185,$32.217185,$32.217185,n/a,2024-12-04,0.85%,$3.28,2025-02-25,$1.58,8.14%,Monthly,N/A,N/A,N/A,44.38%,47.56%,37.84%,N/A,REX Shares LLC,27,53.06%,75.52%,99.99%,40%,20%,1099,$37.68,$43.32,$39.81,$40.44,42.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.52,0.00%,27.98%,158.69,0.00%,5.78%
CORO,iShares International Country Rotation Active ETF,Equity,"$6,292,600",426,$25.86,false,False,false,false,0.01%,0.63%,8.76%,N/A,N/A,N/A,$0.0,$0.0,$0.0,$1.004088,$1.004088,$1.004088,n/a,2024-12-04,0.55%,$0.36,2024-12-30,$0.36,1.40%,Semi-Annually,N/A,N/A,N/A,31.81%,17.49%,14.54%,N/A,"BlackRock, Inc.",N/A,N/A,N/A,N/A,40%,20%,1099,$25.01,$26.32,$25.86,$25.86,55.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.08,97.35%,75.70%,146.17,10.35%,5.44%
QBIG,Invesco Top QQQ ETF,Equity,"$21,815,100","36,877",$27.49,false,False,false,false,-0.40%,-13.03%,-13.20%,N/A,N/A,N/A,-$4.066987,-$4.066987,-$2.513074,$17.797817,$17.797817,$17.797817,n/a,2024-12-04,0.29%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,35.68%,34.47%,30.15%,N/A,Invesco,12,96.97%,100.02%,100.02%,40%,20%,1099,$25.94,$30.35,$27.06,$27.70,40.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLT,Tema Electrification ETF,Equity,"$60,048,900","63,433",$21.87,false,False,false,false,0.64%,-5.00%,-5.21%,N/A,N/A,N/A,$0.0,$4.066909,$50.151341,$63.409045,$63.409045,$63.409045,n/a,2024-12-03,0.75%,$0.00,2024-12-27,$0.00,0.00%,Monthly,N/A,N/A,N/A,21.42%,23.62%,34.38%,N/A,Dawn Global Topco Ltd.,28,48.46%,68.24%,100.01%,40%,20%,1099,$20.91,$22.44,N/A,N/A,45.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.75,53.06%,61.81%,241.56,13.02%,5.49%
GROZ,Zacks Focus Growth ETF,Equity,"$17,002,500",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$4.549,$14.6015,$15.87625,$15.87625,$15.87625,n/a,2024-12-05,0.56%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Zacks,46,58.52%,69.69%,99.99%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.44,38.74%,48.63%,12.85,9.50%,9.19%
MFSG,MFS Active Growth ETF,Equity,"$54,885,100",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$14.386427,$15.576654,$27.564537,$33.299406,$33.299406,$33.299406,n/a,2024-12-05,0.49%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Sun Life Financial, Inc.",54,72.07%,82.94%,120.46%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MFSI,MFS Active International ETF,Equity,"$184,982,000",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$13.247841,$19.161443,$112.438755,$151.447963,$151.447963,$151.447963,n/a,2024-12-05,0.59%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Sun Life Financial, Inc.",93,26.13%,34.73%,77.79%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MFSV,MFS Active Value ETF,Equity,"$50,624,500",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$9.322321,$18.418798,$25.591927,$25.591927,$25.591927,n/a,2024-12-05,0.44%,N/A,N/A,N/A,N/A,Quarterly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Sun Life Financial, Inc.",59,29.56%,39.98%,93.39%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACLC,American Century Large Cap Equity ETF,Equity,"$249,728,000","17,069",$66.55,false,False,false,false,0.42%,-8.29%,-5.69%,1.87%,7.33%,N/A,$46.15191,$46.15191,$43.297556,$47.348282,$83.713313,$175.605963,Large Cap Blend Equities,2020-07-13,0.39%,$0.63,2024-12-17,$0.16,0.94%,Quarterly,3.07%,N/A,N/A,55.30%,19.94%,16.48%,14.97%,American Century Investments,101,41.13%,48.27%,78.58%,40%,20%,1099,$63.95,$71.26,$66.06,$66.80,39.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.93,88.66%,69.51%,64.48,8.77%,8.71%
ACGR,American Century Large Cap Growth ETF,Equity,"$15,170,500","1,957",$52.43,false,False,false,false,0.21%,-10.64%,-9.21%,2.35%,8.99%,N/A,$0.0,-$0.534286,$0.081847,-$0.489132,$5.135569,$6.523772,Large Cap Growth Equities,2021-06-29,0.39%,$0.13,2024-12-17,$0.04,0.25%,Quarterly,3.16%,N/A,N/A,124.74%,27.61%,22.23%,20.04%,American Century Investments,89,63.39%,69.61%,90.59%,40%,20%,1099,$49.92,$57.13,$52.20,$52.54,39.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.75,78.28%,61.59%,28.0,5.71%,11.29%
BUFI,AB International Buffer ETF Intl Buffer ETF,Equity,"$28,084,900",0,$36.05,false,False,false,false,0.12%,0.70%,4.72%,N/A,N/A,N/A,$1.808435,$5.474708,$22.13602,$22.13602,$22.13602,$22.13602,n/a,2024-12-10,0.69%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,13.16%,7.50%,6.26%,N/A,Equitable,3,100.00%,100.00%,100.00%,40%,20%,1099,$35.60,$36.39,$36.02,$36.10,56.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BUFM,AB Moderate Buffer ETF,Equity,"$109,759,000","50,567",$34.63,false,False,false,false,0.41%,-2.27%,0.11%,N/A,N/A,N/A,$2.582123,$35.537183,$105.09224,$105.968008,$105.968008,$105.968008,n/a,2024-12-10,0.69%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,4.72%,6.75%,6.46%,N/A,Equitable,3,100.00%,100.00%,100.00%,40%,20%,1099,$34.12,$35.12,$34.62,$34.66,46.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MARO,YieldMax MARA Option Income Strategy ETF,Equity,"$38,433,800","68,731",$23.06,false,False,false,false,-4.71%,-23.97%,-26.63%,N/A,N/A,N/A,$1.130725,$10.22607,$52.47776,$60.01429,$60.01429,$60.01429,n/a,2024-12-09,0.99%,$6.15,2025-02-27,$1.56,26.33%,Monthly,N/A,N/A,N/A,89.98%,93.83%,69.78%,N/A,Tidal Financial Group,9,99.99%,99.99%,99.99%,40%,20%,1099,$21.71,$28.63,$22.74,$23.31,37.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRKU,Direxion Daily BRKB Bull 2X Shares,Equity,"$28,726,800","72,130",$30.63,false,False,false,false,2.48%,15.50%,28.11%,N/A,N/A,N/A,$6.138325,$15.473,$17.9172,$22.7189,$22.7189,$22.7189,n/a,2024-12-11,0.97%,$0.00,N/A,N/A,0.00%,Quarterly,N/A,N/A,N/A,28.50%,45.92%,38.64%,N/A,Rafferty Asset Management,2,100.00%,100.00%,100.00%,40%,20%,1099,$26.42,$31.55,$30.26,$31.23,64.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.63,3.30%,17.06%,106.92,19.15%,0.00%
TLTI,NEOS Enhanced Income 20+ Year Treasury Bond ETF,Bond,"$1,937,100",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$0.969763,$0.969763,$1.969713,$1.969713,$1.969713,Government Bonds,2024-12-11,0.58%,N/A,N/A,N/A,N/A,Monthly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Neos Investments LLC,5,100.00%,100.00%,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.86,24.74%,32.85%,1.8,0.00%,0.00%
EMPB,Efficient Market Portfolio Plus ETF Trust Units,Multi-Asset,"$9,234,000","3,966",$25.66,false,False,false,false,-0.30%,-2.73%,1.32%,N/A,N/A,N/A,$0.0,$1.2834,$2.0525,$9.130875,$9.130875,$9.130875,n/a,2024-12-11,2.21%,$0.07,2024-12-30,$0.07,0.28%,Annually,N/A,N/A,N/A,9.07%,10.93%,12.58%,N/A,ETF Architect,11,148.81%,100.01%,100.01%,40%,20%,1099,$25.43,$26.03,$25.61,$25.69,48.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRVS,Parnassus Value Select ETF,Equity,"$5,931,400",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$0.0,$4.884472,$5.127313,$5.127313,$5.127313,n/a,2024-12-12,0.59%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Affiliated Managers Group,28,43.52%,61.90%,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.97,90.07%,71.03%,41.49,6.95%,6.73%
SCDV,Bahl & Gaynor Small Cap Dividend ETF,Equity,"$98,010,000","10,810",$21.39,false,False,false,false,-0.49%,-7.28%,-8.16%,N/A,N/A,N/A,$0.4316,-$0.2855,$9.2458,$9.7262,$9.7262,$9.7262,n/a,2024-12-11,0.70%,$0.03,2025-02-27,$0.01,0.12%,Monthly,N/A,N/A,N/A,24.30%,17.08%,21.62%,N/A,"Bahl & Gaynor, Inc.",48,44.04%,59.35%,100.00%,40%,20%,1099,$20.99,$22.89,$21.30,$21.48,37.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.57,1.69%,28.59%,47.84,9.10%,4.93%
SMCL,GraniteShares 2x Long SMCI Daily ETF,Equity,"$48,560,400","591,005",$18.47,false,False,false,false,-3.15%,-58.53%,24.46%,N/A,N/A,N/A,$3.3837,$35.4183,$59.7105,$60.9891,$60.9891,$60.9891,n/a,2024-12-12,1.50%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,253.33%,272.12%,243.20%,N/A,GraniteShares,1,100.00%,100.00%,100.00%,40%,20%,1099,$8.69,$30.83,$16.61,$19.59,48.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRCS,Parnassus Core Select ETF,Equity,"$18,044,000",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$1.641466,$6.256597,$15.832304,$17.050754,$17.050754,$17.050754,n/a,2024-12-12,0.58%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Affiliated Managers Group,27,56.00%,72.70%,100.01%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.85,84.89%,66.01%,104.16,8.03%,7.04%
BGDV,Bahl & Gaynor Dividend ETF,Equity,"$672,948,000","12,982",$23.94,false,False,false,false,0.47%,-4.91%,-1.73%,N/A,N/A,N/A,$14.2275,-$18.4451,-$15.8451,$23.5597,$23.5597,$23.5597,n/a,2024-12-11,0.45%,$0.05,2025-02-27,$0.01,0.21%,Monthly,N/A,N/A,N/A,23.42%,16.03%,13.76%,N/A,"Bahl & Gaynor, Inc.",63,39.16%,52.21%,97.45%,40%,20%,1099,$23.38,$25.10,$23.88,$23.98,42.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.86,77.00%,66.42%,196.24,5.91%,1.87%
ABFL,Abacus FCF Leaders ETF,Equity,"$647,049,000","24,923",$64.89,false,False,false,false,1.51%,-8.09%,-2.37%,7.43%,8.93%,21.96%,$4.90975,$7.20975,$12.7645,$223.46775,$374.8505,$409.351,n/a,2016-09-27,0.59%,$0.38,2024-12-30,$0.08,0.58%,Quarterly,4.00%,N/A,N/A,87.05%,22.48%,17.61%,15.99%,"Abacus Life, Inc.",83,31.71%,43.90%,88.96%,40%,20%,1099,$62.01,$69.63,$64.26,$65.23,42.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.81,82.82%,64.63%,22.34,2.64%,2.44%
ABLG,Abacus FCF International Leaders ETF,Equity,"$58,282,300","51,087",$29.10,false,False,false,false,-0.45%,-5.40%,1.50%,-1.33%,0.24%,12.79%,-$66.1275,-$65.942,-$56.40425,-$5.07975,-$0.8355,$54.7395,n/a,2017-06-27,0.59%,$0.58,2024-12-30,$0.12,2.00%,Quarterly,0.70%,N/A,N/A,94.80%,16.52%,14.13%,12.93%,"Abacus Life, Inc.",82,30.01%,42.80%,88.62%,40%,20%,1099,$28.67,$30.53,$29.01,$29.19,43.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.16,17.19%,78.60%,86.27,6.99%,6.34%
NVDG,Leverage Shares 2X Long NVDA Daily ETF,Equity,"$10,019,600","154,320",$9.42,false,False,false,false,-6.82%,-32.81%,-33.64%,N/A,N/A,N/A,$1.229518,$4.98391,$10.914569,$12.065201,$12.065201,$12.065201,n/a,2024-12-13,0.75%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,90.64%,133.97%,145.54%,N/A,Themes ETF,2,100.00%,100.00%,100.00%,40%,20%,1099,$7.33,$12.21,$9.19,$9.54,43.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.86,30.77%,33.46%,0.0,0.00%,0.00%
TSLG,Leverage Shares 2X Long TSLA Daily ETF,Equity,"$12,913,900","468,541",$4.44,false,False,false,false,-1.99%,-54.83%,-67.14%,N/A,N/A,N/A,$2.286147,$8.816325,$16.143313,$27.690015,$27.690015,$27.690015,n/a,2024-12-13,0.75%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,323.37%,184.24%,140.37%,N/A,Themes ETF,2,100.00%,100.00%,100.00%,40%,20%,1099,$2.55,$7.92,$4.11,$4.61,35.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BEEX,Beehive ETF,Equity,"$160,519,000",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,-$1.731465,-$1.765923,$2.791073,$2.791073,$2.791073,n/a,2024-12-14,0.84%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tidal Financial Group,37,46.14%,60.01%,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.16,10.49%,39.80%,28.37,7.11%,1.61%
EUSM,Eventide US Market ETF,Equity,"$46,681,900","36,631",$23.82,false,False,false,false,0.68%,-6.37%,-1.82%,N/A,N/A,N/A,$0.0,$1.83043,$31.331135,$39.226411,$39.226411,$39.226411,n/a,2024-12-17,0.39%,$0.01,2024-12-27,$0.01,0.03%,Quarterly,N/A,N/A,N/A,21.48%,18.01%,15.90%,N/A,"Eventide Asset Management, LLC",181,18.42%,24.34%,59.30%,40%,20%,1099,$23.08,$25.14,$23.71,$23.87,43.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.34,96.40%,84.07%,179.12,3.72%,8.53%
ROPE,Coastal Compass 100 ETF,Equity,"$1,495,800",0,$24.84,false,False,false,false,0.73%,-5.07%,2.29%,N/A,N/A,N/A,$0.0,$0.0,$0.0,$1.476077,$1.476077,$1.476077,n/a,2024-12-17,0.80%,$0.01,2024-12-30,$0.01,0.03%,Quarterly,N/A,N/A,N/A,34.47%,16.36%,13.52%,N/A,ETF Architect,52,48.95%,58.63%,99.20%,40%,20%,1099,$24.07,$26.29,$24.72,$24.90,45.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.32,18.87%,44.04%,26.71,20.03%,1.27%
TAX,Cambria Tax Aware ETF,Equity,"$26,425,100","10,895",$23.22,false,False,false,false,0.92%,-8.17%,-4.90%,N/A,N/A,N/A,$0.0,-$1.359444,-$0.173916,$1.30895,$1.30895,$1.30895,n/a,2024-12-18,0.49%,$0.06,2024-12-30,$0.06,0.25%,Annually,N/A,N/A,N/A,30.34%,19.54%,16.90%,N/A,Cambria Investment Management LP,135,37.24%,42.88%,78.14%,40%,20%,1099,$22.35,$24.70,$23.13,$23.26,41.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.62,66.05%,56.01%,82.96,8.13%,8.55%
TSYY,GraniteShares YieldBOOST TSLA ETF,Equity,"$1,823,900","7,579",$14.85,false,False,false,false,-0.99%,-34.82%,-28.32%,N/A,N/A,N/A,$0.4284,$0.799,$2.082,$2.082,$2.082,$2.082,n/a,2024-12-18,1.07%,$3.33,2025-02-28,$2.54,22.43%,Monthly,N/A,N/A,N/A,64.77%,56.63%,44.78%,N/A,GraniteShares,3,99.99%,99.99%,99.99%,40%,20%,1099,$12.26,$20.98,$14.37,$15.09,31.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NBGX,Neuberger Berman Growth ETF,Equity,"$9,668,700",0,$22.74,false,False,false,false,0.31%,-9.33%,-5.94%,N/A,N/A,N/A,$0.0,$0.0,$0.0,$0.606693,$0.606693,$0.606693,n/a,2024-12-18,0.44%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,28.27%,25.67%,20.64%,N/A,Neuberger Berman,53,54.61%,64.73%,99.05%,40%,20%,1099,$21.78,$24.59,$22.61,$22.80,40.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.37,26.09%,45.88%,44.71,12.29%,7.69%
FEOE,First Eagle Overseas Equity ETF,Equity,"$31,489,700","15,684",$39.39,false,False,false,false,-0.08%,2.67%,13.38%,N/A,N/A,N/A,$0.780886,$12.02632,$28.453785,$29.494776,$29.494776,$29.494776,n/a,2024-12-19,0.50%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,2.99%,14.86%,13.00%,N/A,BCP CC Holdings LP,68,29.23%,40.74%,89.47%,40%,20%,1099,$37.61,$40.25,$39.24,$39.54,61.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.22,21.27%,80.45%,75.72,18.38%,3.41%
LSVD,LSV Disciplined Value ETF,Equity,"$1,894,100",0,$23.60,false,False,false,false,0.41%,-7.01%,-3.32%,N/A,N/A,N/A,-$0.000487,-$0.000465,$1.000551,$2.000423,$2.000423,$2.000423,n/a,2024-12-17,0.40%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,11.35%,19.03%,15.31%,N/A,SEI Investments,N/A,N/A,N/A,N/A,40%,20%,1099,$22.86,$25.04,$23.60,$23.60,41.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.4,32.96%,47.26%,83.92,11.04%,7.95%
BRIF,FIS Bright Portfolios Focused Equity ETF,Equity,"$80,506,500",0,$25.11,false,False,false,false,-0.04%,-5.75%,-0.15%,N/A,N/A,N/A,$0.0,$0.634804,$43.282307,$58.417247,$58.417247,$58.417247,n/a,2024-12-20,0.65%,$0.01,2024-12-27,$0.01,0.04%,Annually,N/A,N/A,N/A,27.48%,19.07%,16.71%,N/A,Faith Investor Services LLC,40,42.86%,57.48%,100.00%,40%,20%,1099,$24.55,$26.15,$25.05,$25.14,45.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.86,85.92%,66.80%,150.39,8.20%,5.35%
FEGE,First Eagle Global Equity ETF,Equity,"$127,148,000","70,479",$37.67,false,False,false,false,0.79%,-0.46%,8.46%,N/A,N/A,N/A,$3.79546,$49.807554,$120.084937,$121.81984,$121.81984,$121.81984,n/a,2024-12-19,0.50%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,31.69%,13.35%,12.27%,N/A,BCP CC Holdings LP,82,25.33%,35.01%,80.70%,40%,20%,1099,$36.79,$38.47,$37.48,$37.88,55.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.66,23.11%,57.76%,63.87,13.72%,1.81%
FGSM,Frontier Asset Global Small Cap Equity ETF,Equity,"$64,362,000","51,621",$24.92,false,False,false,false,0.49%,-4.08%,-1.17%,N/A,N/A,N/A,$0.0,$0.2451,$14.4642,$64.3786,$64.3786,$64.3786,n/a,2024-12-19,0.90%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,17.70%,17.45%,15.53%,N/A,Frontier Asset Management LLC,7,100.01%,100.01%,100.01%,40%,20%,1099,$24.32,$25.62,$24.87,$24.95,46.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.07,29.69%,37.31%,154.42,2.04%,6.84%
FINT,Frontier Asset Total International Equity ETF,Equity,"$49,464,900","40,848",$26.71,false,False,false,false,0.30%,0.47%,6.77%,N/A,N/A,N/A,$0.0,$0.0,-$3.4068,$46.0389,$46.0389,$46.0389,n/a,2024-12-20,0.90%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,15.68%,16.06%,13.62%,N/A,Frontier Asset Management LLC,8,100.00%,100.00%,100.00%,40%,20%,1099,$25.77,$27.12,$26.69,$26.73,56.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.89,6.25%,68.05%,217.84,7.71%,5.60%
FLCE,Frontier Asset US Large Cap Equity ETF,Equity,"$39,625,200","31,405",$24.37,false,False,false,false,0.52%,-6.70%,-2.78%,N/A,N/A,N/A,$0.2446,$0.4958,$2.5297,$41.5065,$41.5065,$41.5065,n/a,2024-12-20,0.90%,$0.00,2024-12-30,$0.00,0.01%,Annually,N/A,N/A,N/A,20.63%,17.74%,14.56%,N/A,Frontier Asset Management LLC,8,99.99%,99.99%,99.99%,40%,20%,1099,$23.59,$25.86,$24.30,$24.41,41.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.57,61.34%,53.87%,88.94,5.86%,3.63%
DECM,FT Vest U.S. Equity Max Buffer ETF - December,Equity,"$36,766,900",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$1.553475,$21.605875,$36.955575,$36.955575,$36.955575,n/a,2024-12-20,0.85%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First Trust,2,100.00%,100.00%,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RSDE,FT Vest U.S. Equity Equal Weight Buffer ETF - December,Equity,"$19,065,600",N/A,$20.08,false,False,false,false,0.71%,-2.40%,0.28%,N/A,N/A,N/A,$0.0,$4.00165,$13.12285,$19.14485,$19.14485,$19.14485,n/a,2024-12-20,0.85%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,19.10%,10.17%,8.20%,N/A,First Trust,2,100.00%,100.00%,100.00%,40%,20%,1099,$19.75,$20.56,$20.04,$20.10,46.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
